dat_ref,age,income,credit_score,loan_amount,interest_rate,debt_to_income,employment_status,loan_purpose,home_ownership,prediction,prediction_score,target
2025-09-01,18.0,75476.78,637.45844,30402.02,9.910465,0.4043744,employed,auto,mortgage,0,0.7455573,0
2025-09-01,51.334713,67241.234,698.8357,29413.64,8.61046,0.4117653,employed,personal,own,0,0.53418463,0
2025-09-01,47.86025,67047.23,679.1415,56347.848,15.237211,0.30889684,employed,auto,rent,0,0.27744535,0
2025-09-01,30.182865,19647.467,683.57007,35551.203,10.979131,0.21292956,self_employed,personal,mortgage,0,0.56535643,0
2025-09-01,45.36699,77492.69,688.1096,21091.816,11.293015,0.39349487,employed,auto,mortgage,1,0.81180036,1
2025-09-01,49.77526,37577.02,679.5707,36080.242,12.5676,0.20959556,self_employed,auto,mortgage,0,0.6693433,0
2025-09-01,56.054966,74829.08,751.2742,16080.556,12.1064,0.20122953,employed,personal,mortgage,0,0.40558785,0
2025-09-01,48.12362,56082.1,619.4445,29079.752,11.806013,0.2952782,employed,home,own,0,0.32676384,0
2025-09-01,45.859222,127270.86,639.4925,12102.641,10.456781,0.5029832,employed,home,own,1,0.5618479,1
2025-09-01,53.361267,63512.72,720.5406,16326.865,14.128892,0.48319682,employed,auto,mortgage,0,0.3105493,0
2025-09-01,38.321518,12000.0,598.8789,32162.713,7.7795467,0.2833288,employed,personal,mortgage,0,0.38237295,0
2025-09-01,46.94404,70146.94,841.2329,18641.33,8.82765,0.38665664,employed,personal,mortgage,0,0.27106574,0
2025-09-01,34.546642,32867.973,669.15924,1000.0,13.236264,0.3227405,employed,home,own,0,0.18363228,0
2025-09-01,55.32356,83729.625,793.3166,1000.0,3.2546058,0.31139994,employed,auto,own,0,0.06932377,0
2025-09-01,22.683466,97387.15,680.89325,14879.296,13.552498,0.34438655,employed,personal,mortgage,1,0.62960225,1
2025-09-01,51.800846,45284.72,626.35974,43516.85,11.766017,0.4197766,employed,auto,own,0,0.28969067,0
2025-09-01,42.21251,81076.11,702.8592,19015.287,5.001042,0.18563458,employed,home,rent,0,0.4713123,0
2025-09-01,53.58465,78989.69,727.4199,31730.25,9.60523,0.30202034,self_employed,home,rent,1,0.26576895,0
2025-09-01,32.63347,42734.668,665.72656,18090.893,9.601151,0.33200756,self_employed,auto,own,0,0.1691026,0
2025-09-01,43.079803,58376.33,507.9591,23433.662,5.7592483,0.105410784,employed,education,rent,0,0.41245306,0
2025-09-01,42.727562,111211.234,677.4826,30996.908,14.373303,0.33501858,employed,auto,rent,1,0.6782129,1
2025-09-01,47.206604,67340.18,680.1285,36624.645,10.507495,0.4066468,self_employed,personal,mortgage,0,0.38022903,0
2025-09-01,29.429256,62737.684,607.18024,9932.978,10.842195,0.44183096,employed,education,rent,0,0.266169,0
2025-09-01,49.634583,76672.35,791.6998,40070.03,6.4988575,0.34836182,employed,home,own,1,0.5995159,1
2025-09-01,19.84927,63325.02,699.01025,25947.707,8.407219,0.42643365,self_employed,home,own,1,0.76153094,1
2025-09-01,33.985897,67600.53,764.523,22796.85,7.2603025,0.06302181,employed,home,mortgage,1,0.9035901,0
2025-09-01,23.24724,85233.875,742.9731,16027.09,11.116479,0.28406778,employed,personal,own,1,0.30678922,0
2025-09-01,51.938633,76501.02,617.1619,23461.688,13.007928,0.43675244,employed,business,mortgage,0,0.5862127,0
2025-09-01,46.80157,146543.0,600.7041,6992.876,5.5401134,0.19369812,employed,personal,mortgage,0,0.13870631,0
2025-09-01,47.472466,118015.16,635.03766,25767.637,14.117331,0.4130447,employed,education,mortgage,0,0.6933428,0
2025-09-01,59.678272,73578.83,727.1375,16562.271,11.657143,0.39617044,self_employed,business,own,1,0.81991386,1
2025-09-01,38.2087,80281.164,738.9401,23439.527,7.954461,0.58606195,employed,auto,own,1,0.48932046,1
2025-09-01,49.31503,41613.938,806.3312,30622.11,12.908996,0.359156,self_employed,home,own,0,0.027147388,0
2025-09-01,42.792267,55038.54,710.2245,11770.751,13.350127,0.3051367,employed,education,rent,1,0.42310002,0
2025-09-01,40.965187,71753.65,716.35657,45021.312,5.764453,0.43727684,employed,education,own,1,0.8992672,1
2025-09-01,57.67951,101146.13,630.4448,24702.637,15.466034,0.26471993,employed,home,mortgage,0,0.5277383,1
2025-09-01,66.98255,82215.945,566.5877,4269.248,14.062422,0.11472124,unemployed,auto,mortgage,0,0.72631574,1
2025-09-01,36.8224,79072.74,729.3766,4849.967,9.091831,0.15097117,employed,personal,mortgage,1,0.5437596,1
2025-09-01,52.004635,61843.695,581.9358,23317.098,2.5,0.33139324,employed,auto,own,0,0.1689108,0
2025-09-01,45.829403,37238.594,750.60065,23453.455,13.288847,0.48843503,self_employed,home,rent,0,0.07337189,1
2025-09-01,45.97335,52791.113,764.2973,1000.0,5.0340047,0.29015756,self_employed,auto,mortgage,0,0.5170326,0
2025-09-01,44.966133,56712.934,722.7673,26821.229,5.162889,0.05,employed,business,rent,1,0.7037085,1
2025-09-01,38.003063,88674.93,668.05554,20586.627,12.144594,0.3193177,employed,education,mortgage,0,0.15153432,0
2025-09-01,18.0,115546.91,664.09766,17333.992,13.720468,0.5513915,self_employed,personal,mortgage,0,0.15875657,0
2025-09-01,60.417713,48164.902,674.27094,28923.982,5.898337,0.41708416,unemployed,auto,rent,0,0.28954884,0
2025-09-01,33.663208,76178.67,816.4303,6715.299,3.0428572,0.36672893,employed,business,own,0,0.4497065,0
2025-09-01,39.101315,121113.33,735.80975,59174.492,2.5,0.46873888,unemployed,home,rent,0,0.63159543,0
2025-09-01,39.356483,67220.83,739.0092,20273.184,9.697183,0.38375363,employed,personal,mortgage,0,0.4362326,0
2025-09-01,32.59436,96387.08,688.4195,31030.62,7.606834,0.23043822,employed,personal,own,1,0.75808984,1
2025-09-01,44.88288,35064.617,768.6792,12292.288,13.048716,0.21658014,self_employed,home,mortgage,0,0.64436096,0
2025-09-01,41.46825,129182.37,589.0287,27547.0,9.775771,0.39501393,employed,personal,own,1,0.46458498,1
2025-09-01,33.40157,53807.027,629.3816,7136.3535,11.270921,0.35671782,employed,personal,mortgage,1,0.82629234,1
2025-09-01,43.791626,49627.957,686.27527,1000.0,6.648793,0.3867331,employed,personal,own,0,0.24159196,0
2025-09-01,41.60344,122412.445,703.62354,4676.5293,13.4003105,0.39852548,employed,auto,rent,0,0.38010913,0
2025-09-01,53.134064,98382.44,724.9338,19842.58,10.245512,0.2792833,employed,auto,mortgage,0,0.25956452,0
2025-09-01,25.915407,49447.176,627.8987,10141.421,13.332393,0.13782439,employed,personal,mortgage,0,0.10787662,0
2025-09-01,32.335327,84665.63,595.9857,25811.645,7.672955,0.35606027,unemployed,education,rent,1,0.78704864,1
2025-09-01,50.70357,88180.375,601.5244,7415.161,14.496335,0.35303882,employed,personal,mortgage,1,0.64094985,1
2025-09-01,34.323086,38763.89,694.2402,12872.223,10.70318,0.314736,unemployed,business,own,1,0.8299126,1
2025-09-01,31.159172,41545.152,623.7348,24838.996,8.483692,0.15361217,employed,education,mortgage,0,0.18776874,0
2025-09-01,34.916508,98883.6,597.2349,35615.113,8.863292,0.33171397,employed,education,mortgage,1,0.45425647,1
2025-09-01,40.788254,90527.48,616.6141,16900.375,5.403211,0.35551536,employed,business,rent,0,0.3680811,0
2025-09-01,40.83385,40373.29,748.05115,29946.791,11.263301,0.2644109,self_employed,home,rent,0,0.29741237,0
2025-09-01,39.4805,69134.25,642.2701,1000.0,12.082555,0.254488,self_employed,business,mortgage,1,0.3841391,1
2025-09-01,29.657219,92523.305,828.0277,12972.837,7.0199265,0.38981313,unemployed,personal,mortgage,0,0.4134075,0
2025-09-01,51.27791,76436.97,812.0631,15580.101,11.878382,0.3941072,employed,auto,mortgage,1,0.8480372,1
2025-09-01,57.91464,63315.67,675.4576,11117.591,10.475629,0.40655825,self_employed,auto,rent,0,0.07688805,0
2025-09-01,19.074856,50778.066,661.9566,12406.467,11.272593,0.2957937,employed,home,own,1,0.72253376,1
2025-09-01,23.357513,86385.72,740.2058,1000.0,8.395353,0.16305095,employed,personal,own,0,0.41924995,0
2025-09-01,54.034283,69800.695,684.53955,25310.236,9.781332,0.33624244,employed,business,own,0,0.23795591,0
2025-09-01,60.837555,68952.58,700.6524,17839.102,9.066081,0.21238717,employed,auto,rent,1,0.7449547,1
2025-09-01,18.0,75081.38,666.2445,14355.979,10.661018,0.27214316,employed,auto,mortgage,1,0.64653635,1
2025-09-01,51.785236,97476.85,593.7328,21968.39,9.029845,0.22754754,employed,personal,mortgage,1,0.70195025,1
2025-09-01,61.65456,16605.979,732.1969,46800.98,11.013211,0.24089667,employed,personal,own,1,0.33927223,1
2025-09-01,31.651052,57755.492,726.1359,42011.008,17.753935,0.35047334,self_employed,auto,mortgage,1,0.6243229,1
2025-09-01,60.956013,81322.875,744.7409,11920.162,14.344353,0.2242133,employed,education,mortgage,1,0.7873614,1
2025-09-01,39.864067,77569.45,737.72327,1000.0,6.3776274,0.4773225,employed,home,mortgage,0,0.026438864,0
2025-09-01,45.775646,126951.734,619.13165,26052.844,7.4203396,0.1846365,employed,home,own,0,0.49064043,0
2025-09-01,33.3692,81414.26,735.9602,23198.889,9.514613,0.37900698,employed,personal,mortgage,1,0.6887438,1
2025-09-01,54.01234,107292.67,678.41394,31403.008,7.5071588,0.30669746,employed,auto,own,0,0.4164351,0
2025-09-01,52.013424,95596.805,741.8108,17089.557,7.8487105,0.3201271,self_employed,education,rent,0,0.51267624,0
2025-09-01,62.696514,103694.555,639.4368,24218.488,11.475328,0.0693066,employed,personal,rent,0,0.05401165,0
2025-09-01,59.28729,66661.69,797.16986,16151.635,7.7546906,0.3498942,employed,auto,mortgage,0,0.6651309,0
2025-09-01,41.890198,40960.402,812.39026,1000.0,14.983151,0.38018224,employed,personal,mortgage,0,0.7120414,0
2025-09-01,79.300545,126850.92,644.4757,1870.7739,13.387896,0.33620906,employed,personal,mortgage,0,0.573262,0
2025-09-01,58.20951,74315.88,696.4145,21948.023,3.37032,0.18653789,employed,personal,own,0,0.5547049,0
2025-09-01,48.48619,67410.84,708.3371,34954.938,10.036842,0.5273266,unemployed,home,mortgage,0,0.56758684,0
2025-09-01,30.034147,42907.47,693.77814,26337.064,7.844736,0.1944272,employed,home,mortgage,0,0.6484671,0
2025-09-01,23.639606,90815.836,632.0853,23835.035,11.580166,0.28097123,self_employed,personal,rent,0,0.19067529,0
2025-09-01,24.659666,12000.0,566.157,17200.004,9.4079275,0.20400429,employed,auto,rent,0,0.48576146,0
2025-09-01,30.796015,27623.557,703.4621,22730.074,10.63293,0.50772196,employed,education,rent,0,0.25981212,0
2025-09-01,58.527634,24327.277,644.4736,27997.256,14.147599,0.2045643,self_employed,auto,rent,1,0.720683,1
2025-09-01,47.845066,38801.35,713.96375,28958.969,10.500607,0.44943768,employed,personal,mortgage,0,0.35309342,0
2025-09-01,34.639523,62742.242,678.16046,31178.973,11.158928,0.10782404,employed,home,mortgage,0,0.122905724,0
2025-09-01,40.36957,91062.04,843.88715,26393.783,5.5169597,0.28748015,employed,personal,mortgage,0,0.47308534,0
2025-09-01,38.907043,65072.266,679.3912,43084.098,8.621438,0.4510889,employed,auto,own,0,0.2237229,0
2025-09-01,51.60061,98850.33,785.3805,16304.795,10.236286,0.33776763,employed,auto,mortgage,1,0.62479585,1
2025-09-01,31.454428,134843.1,624.4983,9751.097,12.410776,0.5249512,employed,home,own,0,0.2980406,0
2025-09-01,46.196236,79042.26,752.0693,22114.484,11.720354,0.2986629,employed,home,rent,0,0.16875432,0
2025-09-01,45.60103,101191.64,701.71466,7879.8306,6.696084,0.3362264,employed,personal,mortgage,0,0.2987931,0
2025-09-01,31.813583,94739.45,681.019,10799.495,14.472776,0.410351,unemployed,personal,mortgage,0,0.76385576,0
2025-09-01,61.056072,83656.234,655.9518,16376.1455,9.92114,0.44917578,employed,home,mortgage,1,0.730442,1
2025-09-01,38.453144,36095.367,736.7538,15474.394,21.251999,0.32861248,self_employed,auto,mortgage,0,0.42004672,1
2025-09-01,30.086998,72147.68,755.2272,25040.982,9.519522,0.31194082,employed,home,mortgage,1,0.755879,1
2025-09-01,52.23456,47744.195,699.4934,35227.8,12.22748,0.22687224,employed,education,mortgage,0,0.3803843,0
2025-09-01,42.653946,84111.31,726.00037,19512.459,6.4258847,0.35738954,employed,auto,rent,0,0.3072688,0
2025-09-01,46.90114,82833.78,756.6762,11872.285,2.5,0.3244853,self_employed,personal,own,1,0.5455858,1
2025-09-01,27.783842,59628.18,850.0,30748.459,7.6892014,0.42112467,employed,personal,rent,1,0.5685815,1
2025-09-01,51.748997,92009.08,829.5576,15892.923,5.3115563,0.10237804,employed,home,rent,0,0.30811867,0
2025-09-01,68.06914,62469.293,648.7476,7634.074,6.300717,0.22394727,employed,personal,own,1,0.5018009,1
2025-09-01,26.845995,82473.25,718.9542,45875.887,7.424965,0.39240286,employed,personal,own,0,0.30792698,0
2025-09-01,46.250507,39260.727,729.9947,6669.793,13.29459,0.2446157,employed,home,rent,0,0.177303,1
2025-09-01,32.576283,28310.846,697.25165,31248.346,8.538165,0.26088318,employed,personal,mortgage,0,0.10138421,0
2025-09-01,74.275276,114043.375,714.31146,31643.188,8.639865,0.3530785,employed,personal,own,1,0.86205345,1
2025-09-01,56.87559,102800.76,618.87665,9730.262,5.6265345,0.20798928,employed,personal,own,0,0.20480311,0
2025-09-01,45.38529,86405.99,494.1096,24601.424,6.680599,0.28322145,employed,auto,own,0,0.47255588,0
2025-09-01,27.26559,48445.445,736.89026,37903.75,3.608539,0.4447513,employed,auto,rent,1,0.8977071,1
2025-09-01,30.167328,45947.312,785.71,16529.975,11.946658,0.2032152,employed,personal,mortgage,1,0.47577223,1
2025-09-01,50.955296,35061.156,600.9542,34516.59,9.296408,0.35417128,employed,auto,mortgage,0,0.24681258,0
2025-09-01,25.650093,68284.57,587.70874,7049.033,13.22127,0.44735795,employed,personal,own,1,0.79579717,1
2025-09-01,26.026634,83898.3,738.7723,46038.93,4.5727744,0.15567824,employed,business,rent,0,0.41378903,0
2025-09-01,42.105976,59089.023,648.31885,1000.0,12.34364,0.5810211,employed,education,mortgage,1,0.8049921,0
2025-09-01,43.601,114987.69,610.10547,26546.451,4.3128533,0.31510442,employed,education,mortgage,0,0.4048929,0
2025-09-01,46.560375,12000.0,703.0863,26434.773,10.8013525,0.31474063,employed,auto,mortgage,1,0.43908852,1
2025-09-01,36.725697,94921.5,719.42163,33013.383,7.84061,0.31294045,employed,auto,own,0,0.4461328,0
2025-09-01,53.04176,68642.19,770.59247,30311.053,12.442268,0.33604318,employed,auto,mortgage,0,0.21398887,0
2025-09-01,31.658224,74017.68,687.5922,18224.873,4.7449703,0.33134085,employed,business,mortgage,1,0.5410137,1
2025-09-01,49.519733,12000.0,673.7916,16654.13,14.261141,0.2107061,self_employed,home,mortgage,1,0.8174922,1
2025-09-01,44.569447,51379.723,713.64996,12462.315,6.4644165,0.31179664,employed,home,mortgage,0,0.19570434,0
2025-09-01,49.20779,38194.3,749.52655,4441.206,10.828476,0.42593446,employed,personal,rent,0,0.042841807,0
2025-09-01,56.183975,108331.65,670.59406,1000.0,6.2150073,0.5913429,employed,home,mortgage,0,0.24005586,0
2025-09-01,36.53601,54608.848,758.66144,1000.0,8.304287,0.42191207,employed,business,rent,0,0.47314605,0
2025-09-01,34.06707,18696.893,630.5976,32605.342,8.750902,0.3727625,self_employed,auto,mortgage,1,0.95123965,1
2025-09-01,21.739275,80966.5,523.87897,64473.926,10.491929,0.4626702,employed,auto,mortgage,1,0.76573914,1
2025-09-01,18.0,99431.2,684.69434,21848.037,9.057193,0.22716157,employed,home,mortgage,0,0.09807509,0
2025-09-01,39.88831,90806.88,665.0999,7581.5107,12.373378,0.49651834,employed,auto,mortgage,0,0.37753826,0
2025-09-01,40.709724,70806.54,656.1957,15971.039,14.029019,0.2526624,employed,home,mortgage,0,0.16665155,0
2025-09-01,28.967003,93018.25,794.63025,39605.805,4.4502497,0.0967718,self_employed,personal,mortgage,0,0.18332452,0
2025-09-01,31.546804,43836.695,748.76624,39743.38,9.074843,0.18472716,employed,personal,mortgage,0,0.12579274,0
2025-09-01,60.281445,80139.69,572.0967,36444.246,10.569433,0.25304574,employed,education,rent,1,0.6983005,1
2025-09-01,52.51008,84976.34,659.34924,20099.744,17.405325,0.3163429,employed,personal,rent,1,0.5395419,1
2025-09-01,26.860718,72037.45,718.5783,41016.96,14.383648,0.14764854,unemployed,auto,mortgage,0,0.43378478,0
2025-09-01,36.691822,60997.594,643.764,1000.0,10.604287,0.3321787,self_employed,personal,mortgage,1,0.43504938,1
2025-09-01,46.872032,45421.395,524.09186,25956.367,5.531909,0.22791223,employed,business,mortgage,0,0.24583523,0
2025-09-01,34.482586,54597.957,681.9479,1000.0,4.0048366,0.21214217,employed,auto,mortgage,0,0.082668535,0
2025-09-01,32.29566,102293.02,786.7102,42855.46,5.628039,0.4609479,unemployed,personal,mortgage,0,0.44645292,0
2025-09-01,37.94105,51393.55,751.9247,1000.0,12.548066,0.10669769,employed,personal,rent,1,0.753441,1
2025-09-01,55.08793,61718.156,654.3056,15613.212,8.71734,0.2425987,employed,home,mortgage,0,0.2639821,0
2025-09-01,56.176815,90428.984,745.8105,1000.0,10.788785,0.18629836,self_employed,personal,mortgage,1,0.84721863,1
2025-09-01,33.174637,33724.242,756.32166,1000.0,10.25459,0.3803443,employed,education,mortgage,1,0.5597549,1
2025-09-01,47.52661,48412.082,755.1115,28232.734,12.048093,0.28489208,self_employed,home,mortgage,1,0.6258004,1
2025-09-01,41.923058,20279.584,781.32227,20676.008,3.5046048,0.06040869,self_employed,auto,rent,0,0.29290584,1
2025-09-01,29.901175,130904.125,616.42303,14618.891,9.292402,0.28198683,employed,business,mortgage,0,0.5051735,0
2025-09-01,38.435104,62589.94,659.73016,41159.8,10.725129,0.1731097,employed,auto,mortgage,0,0.17199148,0
2025-09-01,26.82919,88918.08,688.98035,16457.195,7.4056554,0.30336142,employed,auto,mortgage,0,0.250529,0
2025-09-01,55.95666,133259.78,627.347,26562.467,12.735577,0.30135867,employed,education,mortgage,0,0.057370715,0
2025-09-01,60.629665,33873.266,636.62415,10576.354,15.089075,0.20355426,employed,education,mortgage,1,0.91093993,0
2025-09-01,37.073124,68671.54,746.6685,31359.434,15.4984045,0.2949251,employed,education,mortgage,0,0.21876934,0
2025-09-01,34.21105,55283.79,806.3109,13810.038,8.611796,0.39722717,self_employed,personal,own,1,0.5456706,1
2025-09-01,54.655132,62546.664,646.16785,27261.057,2.5,0.31526268,employed,personal,mortgage,1,0.54655087,0
2025-09-01,56.59379,73053.695,680.3511,31063.922,13.444018,0.42231318,employed,personal,mortgage,0,0.027549807,0
2025-09-01,28.627064,111428.11,714.5106,47253.758,10.063553,0.337563,self_employed,auto,rent,1,0.74075717,0
2025-09-01,40.223465,88193.05,681.0496,25563.123,10.363849,0.1314133,self_employed,personal,rent,1,0.69529223,0
2025-09-01,41.29274,118220.2,712.5464,21822.098,6.16162,0.34874398,employed,home,rent,0,0.36607608,0
2025-09-01,32.750683,74434.47,698.0781,12168.298,8.061679,0.16407901,employed,education,mortgage,1,0.7226089,1
2025-09-01,46.63178,56123.34,676.34045,27158.64,9.673374,0.3310287,employed,auto,mortgage,0,0.52691954,0
2025-09-01,33.600655,103309.88,591.10156,14893.142,9.885502,0.2995262,employed,home,mortgage,1,0.62895733,1
2025-09-01,35.516872,55229.82,725.7018,1000.0,5.0916786,0.5711324,employed,personal,own,0,0.5527713,0
2025-09-01,40.783886,74211.73,714.9489,29064.73,4.7836,0.18232685,unemployed,education,rent,1,0.8919997,1
2025-09-01,24.131252,87787.02,799.8182,36478.117,13.812996,0.28307503,employed,auto,rent,0,0.48657516,0
2025-09-01,18.0,96780.42,718.97784,18005.309,3.385916,0.424212,employed,personal,mortgage,1,0.6548245,1
2025-09-01,53.019268,70014.41,752.0632,1000.0,11.0733185,0.4476,employed,home,own,0,0.4797001,0
2025-09-01,33.116123,92704.55,548.6754,10550.083,7.3561854,0.18515703,unemployed,personal,rent,1,0.89339584,1
2025-09-01,67.61837,53245.324,711.0209,2704.9045,9.034109,0.40729055,employed,personal,own,0,0.059468687,0
2025-09-01,65.662056,62640.76,552.53876,24423.133,12.478076,0.3205462,self_employed,auto,mortgage,1,0.66126764,1
2025-09-01,35.922256,86597.734,713.026,1000.0,11.942784,0.16776167,unemployed,personal,mortgage,0,0.08618097,0
2025-09-01,70.068634,72467.53,671.90985,41004.05,8.765547,0.24694909,employed,home,own,1,0.26052418,1
2025-09-01,53.250893,52678.17,717.1553,32806.863,12.878264,0.50758135,employed,auto,rent,0,0.2886419,0
2025-09-01,34.256233,96267.41,735.30334,35882.766,11.378046,0.31235194,employed,business,own,1,0.4326716,1
2025-09-01,18.0,77856.08,710.94116,21981.418,10.076829,0.12820107,self_employed,auto,mortgage,1,0.49053863,1
2025-09-01,50.257862,30394.97,618.4943,37531.01,9.148611,0.3975309,employed,personal,mortgage,1,0.5010456,1
2025-09-01,42.37555,83874.836,678.7369,15517.517,14.2672615,0.05,employed,business,rent,0,0.59025294,0
2025-09-01,47.17634,86530.41,629.27313,1591.6906,9.217529,0.44427285,self_employed,auto,rent,1,0.8638785,1
2025-09-01,39.253967,70700.08,733.0608,34546.55,5.4834924,0.3764591,self_employed,auto,mortgage,0,0.3732405,0
2025-09-01,28.273716,79059.625,746.2774,29007.22,6.421941,0.20795274,employed,auto,mortgage,1,0.6231452,1
2025-09-01,36.87568,105143.59,733.9336,52839.11,9.821102,0.30276057,employed,auto,rent,0,0.5763242,0
2025-09-01,50.47965,23264.775,729.6425,9142.642,2.7780452,0.4211722,employed,auto,mortgage,1,0.33742547,1
2025-09-01,37.747494,96410.23,695.983,18456.666,10.68503,0.45956522,unemployed,auto,rent,1,0.698833,1
2025-09-01,37.674984,12000.0,655.7031,5147.0063,3.8624194,0.3693124,employed,personal,mortgage,1,0.73148835,1
2025-09-01,23.767355,51598.867,640.19775,32369.084,5.094058,0.3306039,employed,personal,mortgage,0,0.42082748,0
2025-09-01,43.094406,21500.752,582.97003,11092.895,12.160009,0.4272627,self_employed,auto,own,1,0.8490674,1
2025-09-01,28.656816,112131.766,650.46185,48188.266,12.054132,0.5347616,unemployed,education,own,1,0.6482133,1
2025-09-01,53.022316,63177.344,658.0727,15997.451,5.0129237,0.49012065,self_employed,personal,rent,0,0.24857873,0
2025-09-01,33.19079,71332.41,648.0796,4227.2056,12.588349,0.2117409,employed,home,mortgage,0,0.5330338,0
2025-09-01,38.45155,63406.543,746.3765,34469.727,8.889811,0.36607763,employed,personal,rent,0,0.19440493,0
2025-09-01,67.967804,67645.445,715.3146,9438.738,6.864922,0.24328673,employed,home,own,0,0.58073115,0
2025-09-01,38.32111,68199.88,698.3675,14407.98,8.808969,0.05,self_employed,education,mortgage,0,0.32151267,1
2025-09-01,36.7131,96906.55,717.7338,19067.658,7.518996,0.37312245,employed,auto,own,1,0.4317087,1
2025-09-01,49.027462,79384.54,724.4623,30856.877,8.807667,0.31096452,self_employed,auto,rent,0,0.55773956,0
2025-09-01,20.576859,50454.07,759.2593,32292.594,11.875146,0.2868396,employed,home,rent,0,0.5897044,0
2025-09-01,57.009712,24092.658,625.6684,20567.36,9.424575,0.27280974,employed,home,mortgage,0,0.57980525,0
2025-09-01,53.92728,105668.414,556.0609,22123.375,11.3107,0.51950336,employed,auto,own,1,0.48816893,1
2025-09-01,48.293423,85203.27,741.6556,46111.13,10.905002,0.3577597,employed,personal,own,0,0.53861225,0
2025-09-01,18.0,63685.246,640.4209,20385.201,12.161687,0.29852307,unemployed,education,own,0,0.23738149,0
2025-09-01,38.88706,100650.89,686.1875,45511.75,7.0938764,0.23373626,employed,personal,rent,1,0.7514998,1
2025-09-01,26.725605,133086.1,850.0,12823.942,3.3436441,0.44552234,employed,auto,rent,0,0.08063571,0
2025-09-01,55.48928,73202.55,850.0,25294.334,2.972182,0.33263785,employed,auto,own,0,0.42920744,0
2025-09-01,54.630733,109565.805,727.49176,1000.0,11.194377,0.2987558,unemployed,business,mortgage,1,0.90819585,1
2025-09-01,46.65612,73198.39,768.0303,16218.028,6.581886,0.31565136,employed,home,rent,0,0.32595846,0
2025-09-01,27.562666,122030.586,770.6284,27333.14,6.5304484,0.5335057,employed,personal,mortgage,0,0.5786993,0
2025-09-01,59.93153,75559.77,600.2496,27564.504,5.866459,0.36845514,employed,personal,mortgage,1,0.43161526,0
2025-09-01,38.852867,60269.977,700.8463,12049.373,11.025429,0.18236011,employed,personal,mortgage,0,0.1751599,0
2025-09-01,63.66445,109824.66,740.8979,17375.379,6.037404,0.4871836,employed,auto,own,1,0.18267398,1
2025-09-01,45.184647,75895.83,730.37885,24616.42,6.924684,0.19465083,unemployed,education,mortgage,1,0.68996143,1
2025-09-01,48.081696,73204.64,713.77106,35633.535,7.8757677,0.34895185,unemployed,auto,rent,0,0.480729,0
2025-09-01,36.47635,95961.6,798.5508,14624.477,13.531251,0.20003502,employed,home,mortgage,0,0.24968821,0
2025-09-01,58.88347,69753.39,743.1116,31568.229,13.514363,0.5115215,employed,personal,rent,0,0.09445207,0
2025-09-01,49.30121,23131.799,527.5702,25017.795,13.916534,0.5072333,employed,home,own,1,0.41593367,1
2025-09-01,59.3147,62504.605,725.2712,1000.0,14.161324,0.15474586,self_employed,auto,rent,1,0.9650996,0
2025-09-01,44.130493,54898.926,646.2241,36477.812,18.746742,0.17578943,employed,home,mortgage,0,0.46735504,0
2025-09-01,41.435535,47822.055,649.9421,13864.141,8.608016,0.23189333,employed,home,rent,0,0.32986566,0
2025-09-01,49.141563,101522.945,827.0953,22311.918,11.133635,0.19762868,employed,home,own,0,0.32300517,0
2025-09-01,59.310486,58539.75,648.0541,31319.283,8.590136,0.05,self_employed,home,mortgage,0,0.5445416,0
2025-09-01,54.200813,58993.156,672.4677,24820.273,6.42248,0.31260052,employed,home,mortgage,0,0.18167758,0
2025-09-01,43.658688,69980.56,558.3,1000.0,2.5,0.41212428,employed,home,mortgage,0,0.45075282,0
2025-09-01,19.713377,81403.9,663.8881,14417.397,8.07562,0.3232943,employed,auto,mortgage,1,0.83348083,1
2025-09-01,51.724632,85449.164,646.9689,34709.273,12.832757,0.1413318,employed,education,mortgage,0,0.49994513,0
2025-09-01,24.735542,76662.44,839.465,31211.445,4.4242144,0.37133977,employed,personal,mortgage,1,0.6888408,1
2025-09-01,42.42007,76370.18,829.1087,29027.215,9.757538,0.3769955,employed,home,mortgage,0,0.052115303,0
2025-09-01,40.610806,39652.527,633.59503,1000.0,7.68332,0.30609155,employed,education,rent,0,0.23278359,1
2025-09-01,24.986778,85864.26,800.8266,13886.489,15.020211,0.3576567,employed,auto,own,0,0.20834918,0
2025-09-01,46.470036,44704.15,696.813,1471.79,13.715443,0.49958435,employed,education,rent,0,0.7400753,0
2025-09-01,67.851814,104048.07,631.0425,14290.748,11.631215,0.52907497,employed,personal,mortgage,0,0.3178079,0
2025-09-01,38.248734,64388.6,671.3455,15504.253,8.29389,0.46286997,employed,personal,mortgage,0,0.04957352,0
2025-09-01,51.190556,35613.395,635.07025,19334.756,13.880699,0.12292077,employed,business,mortgage,1,0.8940963,1
2025-09-01,70.26828,78351.73,606.67426,17929.43,6.922709,0.2536299,employed,personal,mortgage,1,0.87241626,1
2025-09-01,52.35136,93695.51,683.5949,22024.45,8.8110695,0.5093194,employed,education,own,1,0.7543665,1
2025-09-01,34.26188,62614.547,694.0145,32087.184,6.6537986,0.23441026,employed,auto,mortgage,1,0.4575389,1
2025-09-01,44.844177,90077.4,668.6274,46755.266,6.491963,0.51424396,employed,business,own,0,0.10466042,0
2025-09-01,47.769363,111815.51,781.57,9718.802,15.690737,0.2599301,employed,personal,own,0,0.3500688,1
